41786719,124.90,84680000001 6 24900369000 8 00000000000 0 08892332098 5
41786984,179.90,84690000001 5 79900369000 2 00000000000 0 08892442098 2
41786984,179.90,84690000001 5 79900369000 2 00000000000 0 08892442098 2
41789105,64.90,84680000000 8 64900369000 9 00000000000 0 08918402098 3
41789105,64.90,84680000000 8 64900369000 9 00000000000 0 08918402098 3
41789251,94.90,84660000000 0 94900369000 3 00000000000 0 08918622098 7
41789251,94.90,84660000000 0 94900369000 3 00000000000 0 08918622098 7
41789372,139.90,84630000001 1 39900369000 1 00000000000 0 08918762098 7
41789372,139.90,84630000001 1 39900369000 1 00000000000 0 08918762098 7
41789621,124.90,84670000001 7 24900369000 8 00000000000 0 08918872098 4
41789621,124.90,84670000001 7 24900369000 8 00000000000 0 08918872098 4
41789956,64.90,84610000000 5 64900369000 9 00000000000 0 08198952098 6
41789956,64.90,84610000000 5 64900369000 9 00000000000 0 08198952098 6
41790017,64.90,84680000000 8 64900369000 9 00000000000 0 08199102098 3
41790017,64.90,84680000000 8 64900369000 9 00000000000 0 08199102098 3
41790052,139.90,84660000001 8 39900369000 1 00000000000 0 08199212098 0
41790052,139.90,84660000001 8 39900369000 1 00000000000 0 08199212098 0
41790083,124.90,84620000001 2 24900369000 8 00000000000 0 08199312098 9
41790083,124.90,84620000001 2 24900369000 8 00000000000 0 08199312098 9
41790237,129.90,84650000001 9 29900369000 3 00000000000 0 08855832098 7
41790237,129.90,84650000001 9 29900369000 3 00000000000 0 08855832098 7
41790273,139.90,84630000001 1 39900369000 1 00000000000 0 08856012098 7
41790273,139.90,84630000001 1 39900369000 1 00000000000 0 08856012098 7
41790313,94.90,84630000000 3 94900369000 3 00000000000 0 08856122098 4
41790313,94.90,84630000000 3 94900369000 3 00000000000 0 08856122098 4
41790330,114.90,84610000001 3 14900369000 0 00000000000 0 08856252098 6
41790330,114.90,84610000001 3 14900369000 0 00000000000 0 08856252098 6
41793020,64.90,84600000000 6 64900369000 9 00000000000 0 08599002098 5
41793020,64.90,84600000000 6 64900369000 9 00000000000 0 08599002098 5
41793025,64.90,84650000000 1 64900369000 9 00000000000 0 08599122098 0
41793025,64.90,84650000000 1 64900369000 9 00000000000 0 08599122098 0
41793029,94.90,84610000000 5 94900369000 3 00000000000 0 08599252098 2
41793029,94.90,84610000000 5 94900369000 3 00000000000 0 08599252098 2
41793071,139.90,84610000001 3 39900369000 1 00000000000 0 08599382098 5
41793071,139.90,84610000001 3 39900369000 1 00000000000 0 08599382098 5
41793995,64.90,84640000000 2 64900369000 9 00000000000 0 08599552098 9
41793995,64.90,84640000000 2 64900369000 9 00000000000 0 08599552098 9
41794004,64.90,84610000000 5 64900369000 9 00000000000 0 08599712098 6
41794004,64.90,84610000000 5 64900369000 9 00000000000 0 08599712098 6
41794035,129.90,84670000001 7 29900369000 3 00000000000 0 08599842098 9
41794035,129.90,84670000001 7 29900369000 3 00000000000 0 08599842098 9
41794041,114.90,84610000001 3 14900369000 0 00000000000 0 08182402098 6
41794073,139.90,84690000001 5 39900369000 1 00000000000 0 08599962098 3
41794073,139.90,84690000001 5 39900369000 1 00000000000 0 08599962098 3
41794207,94.90,84660000000 0 94900369000 3 00000000000 0 08182492098 7
41794244,139.90,84660000001 8 39900369000 1 00000000000 0 08182572098 0
